QKEY,KP_W32,Device_Type_W32,LANGUAGE_W32,FORM_W32,SATLIFEA_W32,SATLIFEB_W32,SATLIFEC_W32,SATLIFED_W32,SATLIFEE_W32,SOCASSIGN_W32,SOCTRUST_W32,SOCTRUST2_W32,SOCTRUST3_W32,SOCTRUST4_W32,SOCTRUST5_W32,COMMYRS_W32,COMATTACH_W32,FEELA_W32,FEELB_W32,FEELC_W32,FEELD_W32,INC_W32,INCFUTURE_W32,COMMIMPA_W32,COMMIMPB_W32,COMMIMPC_W32,COMMIMPD_W32,COMMIMPE_W32,COMMIMPF_W32,COMMIMPG_W32,COMMIMPH_W32,FAMNEAR_W32,SUCCESSIMPA_W32,SUCCESSIMPB_W32,SUCCESSIMPC_W32,SUCCESSIMPD_W32,FEDSHAREA_W32,FEDSHAREB_W32,FEDSHAREC_W32,LOCALPROBA_W32,LOCALPROBB_W32,LOCALPROBC_W32,LOCALPROBD_W32,LOCALPROBE_W32,LOCALPROBF_W32,LOCALPROBG_W32,LOCALPROBH_W32,LOCALPROBI_W32,LOCALPROBJ_W32,LOCALPROBK_W32,LOCALPROBL_F1_W32,LOCALPROBM_F2_W32,JOBSFUTURE_W32,HARASS1A_W32,HARASS1B_W32,HARASS1C_W32,HARASS1D_W32,HARASS2F1_W32,HARASS3F2_W32,HARASS4_W32,HARASS5_W32,GROWUPNEAR_W32,LIFELOC_W32,REASSTAY_m1_W32,REASSTAY_m2_W32,REASSTAY_m3_W32,REASBACK_m1_W32,REASBACK_m2_W32,REASBACK_m3_W32,REASMOVE_m1_W32,REASMOVE_m2_W32,REASMOVE_m3_W32,VALUEURBAN_W32,VALUESUBURB_W32,VALUERURAL_W32,NEIGHKNOW_W32,NEIGHINTERA_W32,NEIGHINTERB_W32,NEIGHINTERC_W32,NEIGHINTERD_W32,NEIGHKEYS_W32,NEIGHKIDS_W32,NEIGHSAMEA_W32,NEIGHSAMEB_W32,NEIGHSAMEC_W32,IMMCOMM_W32,IMMIMPACT_W32,GROWUPUSR_W32,COMTYPE2_W32,CITYSIZE_W32,SUBURBNEAR_W32,COMTYPE2_INS_W32,VIEWCOMM_W32,PROBSELF_W32,PROBURBAN_W32,PROBSUBURB_W32,PROBRURAL_W32,WANTMOVE_W32,WILLMOVE_W32,MOVEURBAN_W32,MOVESUBURB_W32,MOVERURAL_W32,THERMTRUMP_W32,THERMOBAMA_W32,THERMPENCE_W32,ETHNCMAJ_W32,IMMCULT2_W32,MARRFAM2_W32,ECONFAIR2_W32,WOMENOPPS_W32,GOVT_ROLE_W32,WHADVANT_W32,GAYMARR2_W32,ABORTION_W32,ABORTIONRESTR_W32,ABORTIONALLOW_W32,CLASS_W32,MISINFG_W32,MISINFT_W32,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_FINAL,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_INTUSER_FINAL,F_VOLSUM_FINAL,DIVISION_BY_MSA,WEIGHT_W32,WEIGHT_W32_ATP
294309,0,2,9,1,4,4,3, ,4,4, , , ,2, ,4,1,3,1,1,2,1, ,3,1,2,2,2,3,2,2,4,1,1,1,1,3,3,3,1,1,2,1,1,2,2,3,2,2,2,3, ,3,3,3,2,2,3, ,2, ,2, , , , , , , , , , ,2,2,1,2,3,3,2,5,1,8,2,2,2,3,3,3,3, , ,3,3,3,3,3, ,2,1, , , ,0,100,0,3,2,1,1,2,1,1,2,1,1, ,3,2, ,2,4,1,2,3,2,1,1,1,1,1,1,1,2, ,2,6,2,1,4,1,1,6,0.1135430571,0.1953739782
294456,0,2,9,1,3,2,3,3,2,3, , ,10, , ,4,2,4,1,2,3,2,1,4,1,1,3,2,1,1,1,1,1,1,1,1,3,2,3,3,1,3,3,3,3,2,2,1,1,3,2, ,3,1,3,2,2,3, ,2, ,1,1,8, , , , , , , , ,2,2,3,4, , , , , , ,2,3,4,1,1,2,2, ,1,2,1,2,2, ,2,3,2, , , ,0,100,50,1,2,1,1,2,1,1,4,2, ,2,4,1, ,2,2,2,3,2,2,2,2,1,6,1,1,4,2, ,2,2,3,1,4,0,1,5,0.6619784386,0.369293759
294815,0,3,9,2,1,2,2,2,1,4, , , ,2, ,4,1,3,1,1,2,1, ,2,1,2,4,2,1,2,4,2,2,1,1,2,99,99,99,2,1,3,3,3,1,2,1,2,2,2, ,3,3,2,99,1,1, ,2,1,3,2, , , , , , , , , , ,3,1,2,2,2,5,3,5,1,8,1,3,99,3,1,1,2, ,2,2,99,99,3, ,3,2,3, , , ,0,80,10,3,2,99,1,2,99,2,2,1,2, ,3, ,2,1,4,2,2,3,2,1,1,1,1,1,2,4,3,2,2,8,1,1,4,1,2,1,1.1495826706,1.439174795
294867,0,1,9,1,1,1,2,1,1,5, , , , ,1,2,1,4,1,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2, ,1,2,2,2,2,1, ,2, ,1,1,10, , , , , , , , ,2,2,2,2,3,6,6,6,1,1,3,3,3,4, ,3,3, , ,3,2,3,3,3, ,2,2, , , ,0,100,50,1,1,1,1,2,1,1,3,2, ,2,3,2, ,3,2,2,2,3,2,2,2,1,6,2,2,3,2, ,2,6,2,1,2,1,1,13,0.3440963775,0.3596033502
294912,0,3,9,2,2,2,99, ,1,3, , ,10, , ,4,2,3,1,2,2,1, ,3,1,2,2,3,2,1,1,1,2,1,1,1,1,2,2,1,1,3,1,3,3,3,1,99,3,2, ,2,3,1,1,1,2, ,2,99, ,99, , , , , , , , , , ,2,1,1,2,2,2,4,5,1,1,2,3,2,2,1,1,1,99, ,1,3,4, ,99,1,2,3, , , ,98,0,100,2,1,99,2,2,2,3,3,2, ,2,3, ,1,3,4,2,1,5,2,1,1,1,1,2,2,2,1, ,1,5,2,1,2,1,1,14,0.0946850337,0.134706132
295064,0,3,9,1,2,3,2,3,2,4, , , ,2, ,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2, ,3,1,2,2,2,3, ,2, ,2, , , , , , , , , , ,4,2,2,3,4,6,6,6,1,8,2,2,3,2,3,2,2, ,3,2,3,3,3, ,2,3,3, , , ,75,30,80,3,1,1,2,1,2,3,4,2, ,99,3,2, ,1,2,1,2,3,2,1,1,1,1,1,1,2,3,1,1,8,1,1,2,1,2,3,1.420007153,1.7535051609
295593,0,1,9,2,1,4,4,1,2,3, , ,5, , ,5,2,2,2,2,3,2,2,1,1,1,3,1,1,2,3,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2, ,1,3,3,3,2,1, ,3,1,3,1,2, , , ,1, , , , , ,1,1,1,2,3,5,6,6,1,8,3,2,4,2,3,2,2, ,2,2,2,2,2, ,2,3,3, , , ,0,100,0,3,2,2,1,2,2,2,1,1,1, ,4, ,1,4,3,2,2,3,2,1,1,1,3,12, ,6,3,2,2,5,2,1,3,1,2,17,1.1980326239,0.7900179938
295709,0,3,9,2,1,1,2, ,2,5, , , , ,1,2,2,4,1,1,4,2,1,2,1,1,3,2,1,2,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,1,2,3,2,3, ,2,1,3,2,2,1, ,3,2, ,1,2, , , ,1, , , , , ,3,2,2,2,2,3,2,6,1,1,2,1,1,3,1,2,2, ,1,2,2,3,3, ,3,2,3, , , ,50,75,25,1,2,1,1,2,1,1,4,2, ,1,3, ,1,3,3,1,1,5,2,2,2,1,1,1,1,2,3,2,2,6,2,1,3,1,1,7,0.5399311053,0.3801477886
295809,0,3,9,1,1,1,2,1,1,1,1, , , , ,4,1,4,1,1,2,1, ,2,1,2,3,2,1,1,2,1,2,1,1,1,1,1,2,2,3,3,3,3,2,3,1,3,3,3,3, ,3,2,2,2,2,2, ,2, ,1,2, , , ,1,3, , , , ,3,2,2,1,2,2,3,3,1,1,2,1,2,3,3,2,2, ,2,2,2,3,2, ,1,3,2, , , ,50,25,75,3,1,1,2,1,2,3,3,2, ,1,2,2, ,2,2,1,2,3,2,1,1,1,1,2,2,3,1, ,1,9,1,1,2,1,1,5,0.400055107,0.3519163841
295841,0,3,9,2,1,1,2,1,2,2, ,1, , , ,5,1,3,1,1,2,1, ,2,1,3,2,2,1,2,2,3,2,1,1,1,1,3,2,1,3,1,1,2,1,2,3,2,3,3, ,3,3,2,2,2,2, ,2,2, ,1,1,1,5, , , , , , , ,3,3,1,1,2,2,2,4,1,1,1,2,2,3,3,3,3, , ,3,3,3,2,2, ,2,3, , , ,60,10,80,3,2,1,2,2,2,2,4,2, ,1,2, ,2,4,3,1,1,5,2,1,1,1,1,3,2,2,1, ,1,7,1,1,1,1,1,16,0.1188206221,0.1135879903
295961,0,3,9,2,1,2,1, ,1,3, , ,7, , ,5,2,3,1,1,2,1, ,3,1,1,2,1,3,2,4,4,2,1,1,2,2,1,2,2,1,3,3,3,1,2,2,2,3,3, ,3,3,2,2,1,1, ,2,1,2,2, , , , , , , , , , ,2,2,2,2,2,5,4,5,1,8,2,2,3,3,1,2,3, , ,3,3,3,1,2, ,2,3, , , ,0,100,20,3,2,2,1,2,1,2,1,1,1, ,2, ,2,1,4,2,1,6,2,1,1,1,1,12, ,6,2, ,2,9,1,1,4,1,1,4,0.1047375715,0.1827677161
296049,0,1,9,2,2,2,3,4,1,5, , , , ,2,2,4,4,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,99,2,1,2,1,1,3,2,3,1,1,2,1,2,1, ,2,2,3,3,3,3, ,2,1,1,1,2, , , ,1, , , , , ,3,3,4,4, , , , , , ,4,4,4,1,1,1,2, ,1,2,2,3,2, ,2,2,1, , , ,25,85,25,1,2,2,1,2,1,1,4,2, ,2,3, ,1,3,3,2,1,6,2,2,2,1,1,1,1,3,2, ,2,6,2,1,3,1,1,9,0.3030758184,0.232024978
296062,0,2,9,1,1,1,1, ,2,2, ,1, , , ,5,2,3,1,2,4,1, ,2,1,4,4,2,2,2,4,2,2,1,1,1,2,2,2,1,1,3,2,3,3,1,1,1,1,2,1, ,1,2,2,1,1,1, ,2, ,2, , , , , , , , , , ,3,2,3,3,6,6,6,6,2,8,2,2,3,4, ,2,2, ,1,2,2,3,3, ,3,1,2, ,1, ,0,100,0,1,2,2,1,2,1,1,2,1,2, ,4,1, ,2,3,1,2,3,2,2,2,1,3,1,2,2,2, ,2,5,2,1,4,0,2,11,2.4051192304,1.456649177
296159,0,2,9,2,3,2,2,2,2,3, , ,3, , ,5,2,2,1,2,2,2,1,1,4,2,2,1,3,2,3,4,2,1,1,1,3,3,1,1,1,3,2,2,1,2,2,1,2,3, ,1,3,3,2,1,1, ,2,1,3,2, , , , , , , , , , ,3,3,3,2,1,4,3,6,1,8,3,2,2,2,3,2,3, , ,3,2,2,1,1, ,3,2, , , ,0,100,2,3,1,1,1,2,1,1,1,1,1, ,3, ,1,4,3,2,1,5,2,1,1,1,3,12, ,5,2, ,2,4,2,1,4,1,1,17,0.310816633,0.353044636
296460,0,3,9,2,1,1,1,2,2,1,1, , , , ,4,1,4,1,1,1,1, ,4,1,3,3,1,2,3,4,2,2,1,1,1,1,3,2,3,1,2,3,2,2,2,2,2,2,2, ,2,1,1,1,1,2, ,2,1,3,2, , , , , , , , , , ,4,3,2,2,2,2,2,4,1,8,2,2,3,2,3,2,3, , ,3,3,3,2,2, ,2,4, , , ,60,80,50,3,1,2,1,2,2,2,2,1,1, ,2, ,1,4,3,2,2,3,2,1,1,1,1,12, ,4,3,1,1,9,1,1,3,1,1,17,0.1651877512,0.1760681979
296543,0,3,9,2,2,2,2,3,2,1,2, , , , ,3,2,4,2,2,1,2,2,2,1,1,3,1,1,2,3,2,1,1,1,1,1,2,2,2,1,3,3,3,1,2,1,1,2,3, ,1,1,2,2,1,1, ,2,2, ,2, , , , , , , , , , ,4,1,4,3,4,4,4,6,1,1,5,2,4,2,1,2,2, ,3,2,2,3,3, ,3,3,2, , , ,0,100,20,1,2,1,1,2,1,1,1,1,1, ,4, ,1,3,3,2,3,1,2,3,4,2,1,1,2,5,2, ,2,6,2,1,4,1,2,7,2.6079422299,2.7133281572
296630,0,3,9,1,1,1,2, ,1,4, , , ,2, ,2,2,4,1,1,2,1, ,3,3,3,3,2,3,2,3,4,2,1,1,1,1,3,2,3,2,3,3,3,2,2,2,2,2,2,2, ,1,2,1,2,2,1, ,2, ,2, , , , , , , , , , ,4,2,1,2,1,5,5,3,1,8,2,3,2,3,3,3,2, ,3,2,2,2,2, ,1,2,4, , , ,84,0,100,3,1,2,1,1,2,2,4,2, ,1,3,2, ,3,4,1,3,2,2,1,1,1,1,1,2,5,1, ,1,3,3,1,2,1,2,7,1.0636708951,1.7610562867
296850,0,3,9,2,3,2,1, ,2,5, , , , ,1,4,3,2,2,2,3,1, ,4,4,4,4,3,3,4,4,4,2,1,1,1,1,1,2,2,2,3,3,3,1,2,2,3,3,2, ,3,1,2,1,1,2, ,2,1,1,2, , , , , , , , , , ,2,2,2,3,5,5,5,6,2,8,2,2,4,4, ,2,2, ,1,2,3,2,2, ,2,2,1, , , ,1,80,5,1,2,2,1,2,1,2,2,1,2, ,3, ,1,3,4,1,1,6,2,1,1,1,1,11, ,6,2, ,2,6,2,1,3,1,1,9,0.1541644296,0.1223860077
296984,0,3,9,1,2,2,1, ,1,1,1, , , , ,5,2,2,1,2,3,1, ,2,1,2,3,2,1,2,3,1,2,1,1,2,3,3,1,3,2,3,3,3,1,2,1,2,2,3,2, ,3,3,3,1,1,1, ,2, ,1,1,1,5, , , , , , , ,2,3,3,2,2,2,6,5,1,8,2,4,4,2,1,3,2, ,2,2,2,3,2, ,2,2,4, , , ,0,90,0,3,2,2,1,2,1,1,2,1,1, ,3,1, ,3,4,1,1,6,2,1,1,1,1,10, ,5,4,2,2,8,1,1,4,1,2,9,0.4367716801,0.2859761427
297473,0,1,9,2,2,2,2,2,1,5, , , , ,1,5,1,2,2,2,2,1, ,1,1,2,3,1,2,2,2,1,2,1,1,2,1,3,3,2,2,3,3,3,2,2,2,2,2,2, ,3,3,2,2,2,2, ,1,2, ,1,2, , , ,97, , , , , ,3,2,2,3,5,5,5,6,1,1,2,3,3,3,1,3,3, , ,3,3,3,3,2, ,2,3, , , ,40,50,70,3,2,2,1,2,2,3,3,2, ,1,3, ,1,1,2,2,2,4,2,1,1,1,1,1,1,2,1, ,1,9,1,1,2,1,1,3,0.4391942432,0.3232087451
297554,0,1,9,1,1,1,3, ,1,3, , ,8, , ,2,1,3,1,1,3,2,1,4,1,4,4,1,1,2,1,1,2,1,1,1,2,1,2,3,2,2,2,2,3,3,2,2,3,3,3, ,3,2,3,1,3,2, ,2, ,1,2, , , ,1,4,12, , , ,3,4,1,1,2,2,2,2,1,1,1,2,2,3,1,3,3, , ,3,3,2,2,2, ,2,4, , , ,50,0,50,3,1,1,1,2,2,4,4,2, ,1,4,1, ,2,2,2,1,5,2,1,1,1,1,1,1,2,3,1,1,7,1,1,2,1,1,12,0.236749226,0.3460599067
297584,0,3,9,1,2,2,2, ,2,4, , , ,2, ,4,1,3,1,1,3,2,2,2,1,4,1,2,2,1,1,3,2,2,1,2,1,3,2,2,2,3,3,1,2,3,2,2,2,3,2, ,3,2,2,2,3,3, ,1,3,2, , , , , , , , , , ,4,4,1,2,3,2,6,4,1,1,2,2,2,2,2,1,3, , ,3,4,4,1,1, ,2,3, , , ,93,0,70,2,1,1,2,1,2,4,4,2, ,1,4,1, ,2,4,1,2,4,2,1,1,1,1,1,1,2,3,1,1,6,2,1,2,1,2,5,0.7160658766,1.0512281816
297761,0,3,9,1,2,2,2, ,2,4, , , ,2, ,2,1,3,1,2,2,1, ,2,1,1,2,1,1,1,3,3,3,1,2,1,3,3,2,1,2,2,1,1,1,2,1,1,3,2,1, ,2,2,1,1,1,2, ,1,3,1,2, , , ,1,8,11, , , ,2,2,2,2,2,2,2,3,1,8,2,3,3,3,1,2,3, , ,3,3,3,3,2, ,2,3, , , ,0,80,10,1,2,2,1,2,1,1,2,1,1, ,3,2, ,1,4,2,1,6,2,5,4,1,1,11, ,5,3,2,2,5,2,1,4,1,1,2,0.2695791374,0.3363293236
297915,0,1,9,1,2,2,1, ,2,3, , ,6, , ,1,2,3,1,1,3,1, ,1,1,2,2,1,2,1,3,4,1,1,1,1,99,99,99,3,3,3,3,3,3,2,3,3,3,3,3, ,3,99,99,99,99,99, ,2, ,2, , , , , , , , , , ,2,2,3,2,2,6,3,5,1,1,2,2,99,1,3,2,2, ,1,2,2,3,4, ,4,2,1, , , ,0,75,0,3,99,99,1,2,99,2,2,1,2, ,2,1, ,2,2,2,1,6,2,1,1,1,1,1,2,3,2, ,2,9,1,1,3,1,1,5,0.2937221091,0.2451598146
297941,0,3,9,2,2,1,2,1,2,1,1, , , , ,5,3,4,1,1,4,1, ,1,4,2,2,3,4,4,4,3,2,2,1,1,2,3,1,1,1,3,2,3,1,2,1,1,1,1, ,3,3,2,1,1,1, ,2,2, ,2, , , , , , , , , , ,1,3,4,3,2,4,4,5,1,8,2,1,2,1,1,2,1,3, ,1,4,4, ,1,2,2,4, , , ,0,80,0,3,2,2,1,2,1,1,1,1,1, ,2, ,1,4,4,1,1,6,2,1,1,1,6,12, ,6,2, ,2,8,1,1,4,1,2,15,0.1948476301,0.2696242332
297972,0,3,9,1,1,1,1, ,1,3, , ,10, , ,2,2,3,1,1,2,1, ,1,1,2,2,1,1,1,3,1,1,1,1,2,2,1,2,2,3,3,3,3,2,2,1,2,2,3,2, ,1,3,3,2,2,1, ,2, ,2, , , , , , , , , , ,1,2,3,2,2,5,3,4,1,8,1,2,2,3,3,1,1,3, ,1,2,2, ,2,3,2,4, , , ,0,100,3,1,2,2,1,1,2,2,1,1,1, ,3,2, ,4,4,2,1,5,2,1,1,1,1,1,2,4,2, ,2,8,1,1,5,1,1,17,0.1802340349,0.2042487444
298035,0,2,9,1,2,3,2, ,1,4, , , ,2, ,5,3,2,1,2,4,1, ,3,4,3,3,4,2,2,3,3,2,2,1,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2, ,3,2,2,1,2,3, ,2, ,1,2, , , ,4, , , , , ,3,3,2,2,3,5,6,6,1,8,1,2,3,3,3,2,2, ,2,2,2,3,2, ,3,2,3, , , ,95,0,90,2,1,1,1,2,2,2,4,2, ,2,2,1, ,2,4,1,1,6,2,1,1,1,1,2,2,2,1, ,1,6,2,1,2,1,2,5,0.5712321324,0.4613888855
298053,0,1,9,2,2,1,3,2,1,2, ,1, , , ,3,1,2,2,2,2,2,1,1,4,99,2,2,4,2,4,2,2,1,2,1,2,1,2,1,2,2,1,2,3,2,1,1,2,1, ,2,2,2,2,1,1, ,3,1,3,1,2, , , ,8, , , , , ,2,4,2,2,1,3,3,4,1,8,2,4,2,2,1,2,1,1, ,1,4,3, ,1,1,3,3, , , ,0,50,0,3,1,2,1,2,1,2,1,1,1, ,5, ,1,1,2,2,1,5,2,1,1,1,6,11, ,4,2, ,2,4,2,1,4,1,1,3,0.3395311269,0.2668368752
298054,0,3,9,1,1,1,1,2,1,5, , , , ,1,5,2,4,1,1,2,1, ,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,3,3,3,3,2,2,3,2, ,3,3,3,3,3,2, ,2, ,2, , , , , , , , , , ,3,2,1,2,3,4,5,5,2,8,1,2,2,3,3,3,3, , ,3,3,3,2,2, ,2,3, , , ,76,0,96,2,1,1,2,2,2,3,4,2, ,1,3,1, ,3,4,1,2,3,9,9,9,1,1,2,1,1,1, ,1,5,2,1,1,1,1,9,0.2968603661,0.3728874635
298382,0,1,9,1,1,1,1,1,2,5, , , , ,1,5,1,3,1,1,2,1, ,1,1,1,3,2,3,2,3,4,2,1,2,2,2,1,3,2,1,2,2,2,1,2,1,2,2,2,1, ,1,3,2,1,1,1, ,1,2,2, , , , , , , , , , ,2,3,3,2,3,3,3,4,1,8,2,2,4,1,3,2,2, ,2,2,3,3,2, ,2,3,2, , , ,1,95,1,1,2,1,1,2,1,1,1,1,1, ,1,1, ,1,3,2,1,6,2,1,1,1,1,1,2,2,2, ,2,7,1,1,4,1,1,3,0.2344122406,0.1781060529
298574,0,3,9,2,2,2,2,99,1,3, , ,7, , ,4,1,3,1,2,2,1, ,2,3,1,2,1,3,1,4,4,2,1,1,2,3,3,2,1,2,2,1,1,1,3,1,2,2,3, ,2,3,2,2,1,1, ,2,1,3,2, , , , , , , , , , ,2,2,3,3,2,2,2,2,1,8,2,3,3,2,3,2,3, , ,3,4,3,1,1, ,2,3, , , ,0,85,5,3,2,2,1,2,1,2,1,1,2, ,2, ,2,4,4,2,1,6,2,1,1,1,5,11, ,6,3,2,2,9,1,1,4,1,1,17,0.1395248022,0.1379134433
298722,0,3,9,1,3,3,2, ,2,1,2, , , , ,5,1,2,2,2,3,1, ,3,1,1,3,1,2,2,4,2,2,1,1,2,3,3,3,1,1,2,3,2,2,2,2,2,2,3,2, ,3,3,2,1,1,1, ,2, ,1,1,1, , , , , , , , ,1,1,2,3,5,6,6,6,1,8,1,1,3,2,3,1,3, , ,3,1,2,1,2, ,2,4, , , ,0,85,0,3,2,2,1,2,2,1,1,1,1, ,3,1, ,2,4,1,3,2,2,1,1,1,1,12, ,5,2, ,2,6,2,1,3,1,2,6,1.042585168,2.3051300229
299167,0,1,9,1,1,1,2,1,2,4, , , ,2, ,5,2,3,1,1,2,1, ,2,1,1,2,2,1,2,3,4,1,1,1,1,3,2,1,1,1,3,2,2,2,2,2,1,2,3,1, ,3,2,2,2,1,1, ,2, ,1,2, , , ,5,1, , , , ,2,2,2,2,3,5,5,4,1,8,2,1,4,2,3,1,1,2, ,1,3,3, ,2,2,2,3, , , ,0,90,0,3,2,2,1,2,1,1,1,1,2, ,2,2, ,4,3,1,1,6,2,1,1,1,1,1,2,5,2, ,2,8,1,1,3,1,2,17,0.3724074146,0.3860084005
299327,0,1,9,2,1,1,2,1,1,3, , ,7, , ,1,2,3,1,1,3,1, ,3,4,4,3,2,4,3,3,4,2,1,1,1,1,3,2,3,1,3,3,2,2,3,1,2,2,3, ,1,1,1,1,2,2, ,2,1,3,2, , , , , , , , , , ,3,2,1,3,4,6,6,5,1,1,3,3,3,2,3,3,2, ,2,2,2,3,2, ,1,2,1, , , ,100,0,100,2,1,1,1,2,2,3,3,1,1, ,3, ,1,3,3,2,2,4,2,1,1,1,1,1,1,3,1, ,1,7,1,1,2,1,1,8,0.2687310643,0.4364507677
299517,0,2,9,1,3,3,1, ,3,1,1, , , , ,1,2,2,2,2,3,1, ,1,1,1,2,3,1,2,2,3,1,1,1,1,3,3,3,2,2,3,3,3,1,2,3,2,2,3,1, ,3,2,2,2,2,3, ,2, ,2, , , , , , , , , , ,2,2,4,3,2,5,5,4,99,8,2,2,4,3,1,2,2, ,1,2,2,2,2, ,3,3,3, , , ,1,100,10,3,2,1,1,1,1,1,1,99, , ,2,1, ,2,4,1,1,5,2,1,1,1,1,1,2,3,2, ,2,8,1,1,5,1,2,5,0.6811718255,0.5699779056
299519,0,3,9,1,2,2,2, ,2,4, , , ,2, ,5,2,2,1,2,3,2,2,4,2,4,1,2,2,3,3,2,2,1,1,1,1,3,2,1,1,3,2,1,3,2,3,2,1,2,1, ,1,2,2,2,3,2, ,2, ,1,1,10, , , , , , , , ,4,4,1,3,2,2,6,5,1,1,2,2,2,3,2,3,3, , ,3,2,3,2,2, ,2,4, , , ,100,0,100,2,1,1,1,1,2,3,4,1,1, ,3,2, ,3,4,1,2,3,2,1,1,1,1,1,1,2,3,1,1,5,2,1,2,1,2,8,0.4338318893,0.8543421138
299540,0,1,9,1,2,2,3,4,3,3, , ,9, , ,5,3,3,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1, ,3,1,1,1,1,1, ,1,2,1,2, , , ,1, , , , , ,1,3,2,3,5,6,6,6,2,2,2,4,4,1,3,1,1,1, ,1,3,99, ,3,1,1,1,2, , ,0,90,0,3,2,1,1,2,1,1,3,1,1, ,4,1, ,1,2,2,2,4,2,2,2,1,1,1,1,2,2, ,2,6,2,2,3,1,1,3,0.7304026528,0.4788662017
299715,0,3,9,2,2,2,2, ,2,2, ,2, , , ,5,3,3,1,1,3,1, ,4,3,4,4,4,3,3,4,1,3,1,1,1,3,2,2,3,2,3,2,3,3,3,3,2,1,2, ,3,3,3,3,3,3, ,3,2, ,1,1,10, , , , , , , , ,1,1,1,3,2,6,6,6,1,8,3,4,99,99, ,2,2, ,2,2,2,2,2, ,2,1,3, ,1, ,100,100,100,3,2,2,2,1,1,4,1,1,1, ,4, ,1,2,3,1,3,2,2,1,1,1,6,12, ,6,2, ,2,3,3,1,3,1,1,11,0.3066202162,0.2717751418
299862,0,1,9,1,2,2,3,3,2,5, , , , ,2,5,2,2,1,2,2,2,2,3,1,2,2,2,3,1,2,2,2,1,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2,2, ,1,1,1,2,2,2, ,1,3,1,2, , , ,97, , , , , ,3,3,2,3,5,5,5,5,2,2,2,2,3,2,1,1,3, , ,3,4,3,2,2, ,3,3, , , ,80,50,95,3,1,1,2,1,2,3,3,2, ,1,2,2, ,3,2,2,1,5,2,1,1,1,1,2,2,3,1, ,1,9,1,1,2,1,1,8,0.1980549956,0.3422950412
300207,0,3,9,2,2,2,2, ,2,4, , , ,2, ,5,2,2,1,1,4,1, ,2,2,3,2,2,1,2,2,2,2,1,1,1,3,2,2,2,2,3,3,3,1,2,2,3,3,3, ,2,2,3,2,1,1, ,2,1,3,1,1,99, , , , , , , , ,1,2,3,2,5,5,6,6,1,8,1,2,3,2,3,2,2, ,2,2,3,2,1, ,1,2,4, , , ,0,100,0,3,2,1,1,2,1,1,2,1,2, ,3, ,2,2,4,2,1,5,2,1,1,1,5,1,2,5,2, ,2,4,2,1,4,1,2,5,1.4294120687,0.9839772602
300234,0,1,9,1,1,1,2, ,1,1,1, , , , ,4,1,3,1,1,2,2,2,3,3,3,3,1,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,3,3,1,2,2,2, ,3,2,3,1,2,2, ,1,3,2, , , , , , , , , , ,1,1,2,2,2,2,2,4,1,8,1,1,4,3,3,1,3, , ,3,2,3,2,2, ,2,3, , , ,100,0,100,3,1,2,2,1,1,3,3,1,1, ,3,1, ,3,4,2,2,4,2,1,1,1,1,1,2,4,1, ,1,7,1,1,1,1,2,9,1.1546038754,1.2066383269
300536,0,1,9,2,2,2,4, ,4,2, ,2, , , ,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1, ,1,1,2,2,1,2, ,3,1,2,1,1,99, , , , , , , , ,2,2,2,3,3,4,3,5,1,1,4,4,4,2,3,1,1,2, ,1,2,2, ,2,2,1,2,2, , ,0,100,0,1,1,1,1,1,1,99,3,2, ,1,3, ,2,3,2,2,3,1,2,2,2,1,2,1,1,4,2, ,2,1,3,1,5,1,1,7,0.2644662181,0.4487525281
